,price,buy_prob,sell_prob,signal
20765,21357.09531485,0.4004654,0.4122051,2
20766,21293.16027815,0.3534247,0.4726208,2
20767,21289.12378463,0.42552796,0.4053434,2
20768,21203.16543942,0.41930237,0.41321152,2
20769,21375.01900582,0.3584488,0.5060464,2
20770,21473.91516271,0.37348703,0.49802768,2
20771,21465.44157488,0.3499043,0.517821,0
20772,21537.96894801,0.4224665,0.44842628,2
20773,21538.2408337,0.35568866,0.5069766,2
20774,21626.42602411,0.3707207,0.48553917,2
20775,22565.15834828,0.4370568,0.44350135,2
20776,22776.45526561,0.3702301,0.48621994,2
20777,22783.01475659,0.42706066,0.4248886,2
20778,22679.52507587,0.37601027,0.5009904,2
20779,22880.26459157,0.45923933,0.380888,2
20780,22960.57253784,0.37675017,0.45398653,2
20781,22790.0765792,0.3807732,0.47055417,2
20782,22779.41136078,0.39954603,0.43551922,2
20783,23288.92255151,0.3934277,0.46899408,2
20784,23139.92509959,0.49419668,0.3129444,2
20785,23069.62813742,0.37885588,0.49721402,2
20786,23245.92257024,0.4106314,0.40920213,2
20787,23126.94889863,0.37591153,0.47276485,2
20788,22929.45557965,0.40418535,0.44765878,2
20789,22971.62757958,0.38118225,0.45982563,2
20790,22984.71328532,0.46500024,0.37592053,2
20791,22981.59430456,0.39689055,0.47327986,2
20792,23121.10601604,0.40607995,0.41147974,2
20793,23042.27999311,0.34286883,0.5331625,0
20794,22856.66483025,0.39504528,0.48422754,2
20795,23133.7796731,0.48562306,0.35483778,2
20796,23749.39512781,0.38830808,0.47925735,2
20797,23768.57329656,0.41751802,0.43598416,2
20798,24003.29993637,0.39575046,0.45092198,2
20799,23807.5122236,0.43134403,0.39013937,2
20800,23795.91490103,0.42115703,0.40162602,2
20801,24031.28677913,0.44862807,0.36887634,2
20802,23932.56283139,0.37315765,0.43673062,2
20803,23967.48269545,0.39156067,0.4471929,2
20804,23848.33645644,0.39935932,0.43212602,2
20805,23886.24571501,0.39474127,0.42123598,2
20806,23854.76918571,0.40247712,0.42769256,2
20807,23785.84827075,0.37693682,0.4602283,2
20808,23915.82406445,0.39253306,0.41874808,2
20809,24019.91095159,0.39868912,0.43307897,2
20810,23994.54548453,0.40288052,0.44013146,2
20811,23949.12986547,0.4395474,0.38774434,2
20812,23947.91189939,0.38875946,0.45975494,2
20813,23933.5881984,0.4213456,0.424812,2
20814,24069.65721575,0.37513512,0.47000706,2
20815,24009.49301531,0.45034477,0.40390524,2
20816,23726.69965721,0.38601893,0.47398433,2
20817,23518.06510975,0.34742588,0.52946514,0
20818,23705.75389241,0.39504528,0.48422754,2
20819,24046.9173828,0.34286883,0.5331625,0
20820,24017.88583757,0.4629908,0.38137838,2
20821,23854.05301005,0.35517988,0.49295238,2
20822,23785.51153115,0.43366063,0.35247,2
20823,23937.43118929,0.41554663,0.44852108,2
20824,23904.69075863,0.35417134,0.51600564,2
20825,23948.10609891,0.41144362,0.42987671,2
20826,23830.0954376,0.39442745,0.40337527,2
20827,23952.77077935,0.41990384,0.41815373,2
20828,23781.00356356,0.37506372,0.4659702,2
20829,23929.08831002,0.3901384,0.4461966,2
20830,23924.48181038,0.39448816,0.445181,2
20831,23842.28603417,0.38935903,0.4234481,2
20832,23795.1204003,0.44721293,0.37456682,2
20833,23748.05335982,0.38459626,0.43739623,2
20834,23800.07334498,0.41815257,0.39362305,2
20835,23819.7677186,0.37766144,0.44415528,2
20836,23885.88385896,0.39116412,0.42541122,2
20837,23902.08354095,0.3870228,0.45003575,2
20838,23923.15050999,0.38179535,0.46451244,2
20839,23814.01978803,0.37581727,0.45269874,2
20840,23963.09080223,0.42632934,0.38213286,2
20841,24380.92899128,0.32855567,0.5447754,0
20842,24501.32939906,0.42534325,0.44938987,2
20843,24358.64121948,0.42048758,0.41193104,2
20844,24538.10031224,0.41081285,0.40462044,2
20845,24586.60184633,0.44647396,0.4007848,2
20846,24504.64575336,0.38132024,0.39502615,2
20847,24519.79002128,0.42411834,0.41231376,2
20848,23926.33587709,0.35860264,0.51134366,2
20849,23967.69407959,0.35323402,0.5245845,2
