prob_sell,prob_hold,prob_buy,predicted_signal
0.34658724,0.31007174,0.343341,0
0.34497976,0.3447781,0.31024212,0
0.34177265,0.33681092,0.32141647,0
0.37880522,0.300085,0.32110974,1
0.31194636,0.3588687,0.32918495,0
0.24622905,0.47278026,0.28099063,0
0.24926713,0.46475694,0.285976,0
0.3524312,0.36175612,0.2858127,0
0.32618618,0.3679718,0.30584198,0
0.31194097,0.39525697,0.2928021,0
0.37833923,0.2701719,0.35148883,1
0.32566684,0.39902058,0.27531257,0
0.22321561,0.51272887,0.2640555,0
0.26000065,0.44827104,0.2917283,0
0.30336192,0.43791127,0.25872684,0
0.3147753,0.3899327,0.29529205,0
0.28939548,0.42290694,0.28769758,0
0.31294042,0.36465424,0.3224054,0
0.29511297,0.39257967,0.31230736,0
0.34452724,0.30192032,0.35355237,0
0.30015412,0.38507727,0.31476858,0
0.32356194,0.34180441,0.3346336,0
0.37422946,0.269059,0.35671154,0
0.36795312,0.32712868,0.3049182,0
0.30150017,0.38316298,0.3153368,0
0.29769185,0.37444922,0.3278589,0
0.35596249,0.3333855,0.31065202,0
0.36496764,0.28520742,0.34982497,0
0.2710169,0.4200206,0.30896255,0
0.2850704,0.45787954,0.25705,0
0.3257392,0.3665397,0.3077211,0
0.3661952,0.30034745,0.33345738,0
0.36558795,0.32169607,0.31271595,0
0.36563954,0.28575566,0.34860483,0
0.2570149,0.4555659,0.28741926,0
0.25307778,0.46147358,0.28544852,0
0.31607616,0.42334884,0.2605751,0
0.25736403,0.45380363,0.28883234,0
0.2894638,0.41582432,0.29471186,0
0.3398558,0.37907156,0.28107262,0
0.29816917,0.39220905,0.3096218,0
0.30418274,0.39073676,0.3050805,0
0.33905932,0.31777087,0.3431699,0
0.3015981,0.38129658,0.3171053,0
0.3466386,0.3120111,0.34135032,0
0.36847866,0.27869534,0.35282603,0
0.41271865,0.3556438,0.23163752,1
0.37039265,0.2765222,0.35308516,0
0.36951926,0.31371626,0.31676453,0
0.3650368,0.28475317,0.35021004,0
0.3817273,0.3032009,0.3150718,1
0.37691993,0.26834828,0.35473174,1
0.32884493,0.33460176,0.33655334,0
0.3246659,0.37391013,0.30142397,0
0.24075209,0.48334816,0.2758997,0
0.38138857,0.27424344,0.34436798,1
0.37272006,0.29838607,0.32889384,0
0.40159595,0.35032597,0.24807805,1
0.34072447,0.347975,0.3113006,0
0.18031701,0.59181404,0.22786896,0
0.34039214,0.31642762,0.34318015,0
0.28301147,0.39815098,0.31883758,0
0.30763176,0.4015423,0.29082593,0
0.30037856,0.4023073,0.2973141,0
0.36940134,0.31377298,0.3168257,0
0.31609198,0.37604755,0.30786046,0
0.3221892,0.38252506,0.29528567,0
0.36396897,0.3463401,0.289691,0
0.35954243,0.2894197,0.3510379,0
0.33407268,0.33115852,0.33476877,0
0.37069923,0.26552907,0.3637717,0
0.37218443,0.28032342,0.34749225,0
0.37541494,0.26667288,0.35791215,1
0.40221897,0.29910177,0.2986793,1
0.24299267,0.47993165,0.27707568,0
0.31181133,0.3665365,0.3216521,0
0.38024902,0.24697816,0.3727729,1
0.32743767,0.34066933,0.3318931,0
0.27477705,0.47346625,0.25175667,0
0.29298708,0.43172485,0.27528813,0
0.29062912,0.3925584,0.3168125,0
0.36306524,0.28354192,0.35339284,0
0.29574436,0.38983288,0.31442276,0
0.33832094,0.33276772,0.32891133,0
0.22203864,0.52137476,0.25658655,0
0.27777758,0.41234857,0.30987382,0
0.11901291,0.67988545,0.20110166,0
0.357612,0.33457735,0.3078107,0
0.29508096,0.38888243,0.3160366,0
0.33001637,0.36285564,0.30712795,0
0.35110053,0.2824228,0.36647666,0
0.4012024,0.30993477,0.2888628,1
0.37343636,0.2693335,0.35723013,0
0.37438887,0.27153724,0.35407388,0
